343	7	6	9	9	6	6	7	6	4	6	7	4	4	8	6	3	4	10	6	5	5	8	7	7	7	8	8	8	8
361	5	7	5	3	10	6	3	5	6	5	4	7	5	5	4	4	5	4	3	4	3	3	2	3	3	2	2	3	2
372	3	2	0	0	6	0	2	0	4	0	9	0	3	0	8	0	7	0	6	0	7	0	7	2	8	4	9	6	10
378	4	2	0	0	5	1	2	1	3	0	2	0	2	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	1
384	1	0	1	1	0	0	0	1	1	1	1	1	2	2	2	3	3	4	5	6	6	5	5	5	7	8	6	4	3
415	13	9	9	14	14	8	9	16	12	9	8	11	13	7	5	12	17	5	6	16	9	5	4	14	13	4	6	16	8
430	4	8	7	8	7	8	7	7	7	7	6	6	6	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	1
431	5	8	4	6	5	6	6	6	5	6	7	6	5	7	7	5	6	11	3	6	9	5	6	10	4	5	8	6	5
442	8	6	7	9	4	8	6	7	7	6	7	6	7	6	6	7	6	6	6	6	6	6	6	5	5	5	5	4	3
455	0	1	1	0	1	0	0	2	1	1	3	3	4	6	7	7	7	6	6	7	8	7	7	7	7	8	8	7	8
475	2	3	0	4	2	2	4	0	3	2	2	3	1	3	0	4	0	3	2	0	4	0	5	0	4	0	0	4	0
486	4	3	12	4	2	13	2	3	11	2	4	8	1	5	4	1	5	0	3	4	0	2	2	1	1	0	2	1	0
499	5	5	4	5	6	9	12	12	11	11	9	6	5	5	6	7	9	10	10	9	8	7	6	6	7	7	8	7	7
506	10	0	3	10	0	3	8	0	4	7	0	4	5	2	3	2	2	1	1	2	3	2	1	2	7	5	7	6	8
511	5	4	0	2	1	0	4	2	3	4	1	2	3	1	5	4	3	5	3	3	6	5	6	6	4	6	6	6	5
515	7	5	2	2	5	4	1	3	8	5	0	1	8	4	0	1	10	2	0	3	9	1	0	5	6	1	0	9	3
538	10	3	6	1	11	6	0	10	4	2	5	1	7	2	5	1	8	4	3	5	6	7	8	8	8	8	8	8	8
596	5	2	2	0	2	3	3	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	3
610	7	4	2	8	6	2	9	6	2	11	5	3	12	5	4	11	5	6	10	4	7	9	4	7	8	4	6	7	4
650	7	4	9	3	2	10	1	3	5	7	2	6	4	0	10	0	2	5	4	0	3	5	0	7	0	2	3	0	0
661	4	2	2	2	4	5	6	4	2	1	3	5	7	5	2	1	2	5	6	6	3	1	2	5	5	5	4	2	2
669	1	1	1	1	1	2	2	2	2	3	3	4	5	7	9	9	6	5	6	6	6	6	7	7	7	6	6	6	6
672	2	4	1	3	3	3	4	2	2	2	4	3	3	2	3	4	4	3	1	3	5	5	2	1	3	4	6	4	0
716	5	5	5	8	5	2	5	4	5	8	5	4	4	2	7	7	5	5	1	2	7	7	4	3	0	3	7	6	3
720	10	9	10	8	9	8	7	5	4	3	2	2	2	2	1	1	2	2	2	3	3	3	2	4	0	5	0	5	1
801	4	6	4	5	3	5	2	6	4	1	8	10	9	9	9	9	7	10	6	9	5	9	5	6	3	5	1	7	3
829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	3
848	5	0	3	4	8	3	0	3	0	3	5	0	0	2	0	3	2	3	0	0	3	0	2	3	0	0	3	1	2
865	0	4	4	1	5	1	0	5	4	0	2	0	1	3	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
922	2	0	0	2	5	3	0	0	2	3	2	0	1	3	2	0	0	2	3	0	0	2	3	1	0	0	3	3	0
949	1	2	2	2	2	3	3	3	3	3	2	2	1	1	2	2	2	1	2	2	2	2	3	2	3	3	3	3	4
962	0	0	0	0	1	1	1	1	1	2	3	4	7	8	7	5	4	5	7	6	7	5	5	7	5	8	6	4	8
964	2	1	2	3	4	3	1	1	3	4	3	1	1	3	5	3	1	1	3	5	3	1	1	4	5	3	2	1	3
